Hybrid,Env,Win_YN,moisture,test_weight,root_lodging,stalk_lodging,plant_height,ear_height,silk,pollen,Rain_1,Rain_2,Rain_3,Rain_5,Rain_6,Rain_7,Rain_8,Rain_10,Rain_11,AccPrecip_1,AccPrecip_2,AccPrecip_3,AccPrecip_5,AccPrecip_6,AccPrecip_7,AccPrecip_8,AccPrecip_10,AccPrecip_11,Radn_1,Radn_2,Radn_3,Radn_5,Radn_6,Radn_7,Radn_8,Radn_10,Radn_11,MaxT_1,MaxT_2,MaxT_3,MaxT_5,MaxT_6,MaxT_7,MaxT_8,MaxT_10,MaxT_11,MinT_1,MinT_2,MinT_3,MinT_5,MinT_6,MinT_7,MinT_8,MinT_10,MinT_11,ThermalTime_1,ThermalTime_2,ThermalTime_3,ThermalTime_5,ThermalTime_6,ThermalTime_7,ThermalTime_8,ThermalTime_10,ThermalTime_11,TempStress_1,TempStress_2,TempStress_3,TempStress_5,TempStress_7,TempStress_8,TempStress_10,TempStress_11,latitude,longitude,year,field_location
PHB47/PHN82,WIH1_2017,Y,20.875,699.5851746,0,2,246.25,116.75,77,77.75,3.894838602,1.694000003,3.49156578,6.251914317,26.29780264,12.3515148,1.782621048,1.031219451,2.019413967,120.7399967,16.94000003,60.77000046,238.2086357,55.48409002,148.2181776,77.27181808,11.13545426,60.74545419,17.96009764,21.56986256,18.71582301,20.73316127,19.69440102,19.58726141,19.1692292,15.69151392,12.21998586,16.03451621,20.2119998,20.22998088,26.71060266,27.00553033,27.16428033,24.80808837,24.03641879,21.845045,3.37838715,6.260000002,9.268565708,14.6662765,15.35575767,16.21109857,13.17589581,11.52521119,9.509429623,5.507434962,7.720411242,8.664602637,13.14891279,13.46068042,13.9043846,11.67856357,10.90146065,9.608265423,0.606900932,0.8735357,0.867893568,1,1,0.998220242,0.971647403,0.89569217,43.05668125,-89.5308135,2017,WIH1
B14A/OH43,MOH1_1_2018,N,17.9,731.1212129,0,1.5,236,101,54,51.5,4.419032262,0.120000001,6.56660792,4.995913726,0,0.865952386,4.867908623,7.318145406,3.629241153,136.9900001,0.840000004,71.60142667,150.6285707,0,7.793571472,145.6157139,39.85928573,112.0157138,18.39395777,18.46565301,20.1607481,20.70593221,19.87326009,21.97749135,18.06982858,17.46468943,16.31914076,19.5254839,22.76714298,27.16554273,29.60936822,31.6271427,32.32420578,29.51628185,29.85375934,27.04843165,7.99741943,14.14714282,16.43732974,18.81172612,21.79964249,20.71007941,19.44316189,19.21155699,15.91814144,7.992986492,11.1555316,14.00535673,16.26359619,18.7133926,18.51714259,16.54699664,16.60044059,13.86670431,0.872361758,1,1,1,1,1,1,0.995607144,38.89791675,-92.20952075,2018,MOH1
PHG39/PHN82,TXH1_2015,N,12.45,758.7956954,0,2,174,89,71.5,70.5,2.435333351,0.886666695,4.529386736,2.992210444,0,5.407499953,3.236240411,4.528416659,2.205666663,73.06000052,5.320000172,54.16999972,113.7899998,0,59.48249948,89.11249819,24.54499996,66.1699999,13.38128519,15.80308406,13.73749678,19.48289484,22.46598899,19.96463979,19.54848583,19.57031498,18.03135075,19.61999995,26.26833312,25.8489028,26.4780255,30.37177098,28.79539756,31.9014052,33.48070828,34.35516661,6.122333375,12.74499997,15.39155332,13.69439061,15.83385423,15.9580683,20.41172374,21.45270844,23.93220836,7.516768444,12.28221354,13.06030889,12.7550996,15.35592881,14.67426974,18.11040569,19.30603111,20.37775841,0.822428569,1,0.992325397,0.994092815,1,1,1,0.999431249,30.54708625,-96.43393475,2015,TXH1
B14A/OH43,ARH2_2017,Y,17.7,731.1212129,0,2,229,110,65,64,2.789999995,15.83285686,4.776016413,2.853949028,1.142500003,5.651818152,3.905948255,2.4430325,4.688621725,89.27999985,110.829998,61.6427269,88.95863769,3.003181826,52.42863608,105.2449988,13.33772746,145.3472735,17.14489296,19.09436907,20.93439511,19.65670258,19.84409681,19.1211903,18.81176407,19.65259997,17.546866,23.65656266,24.55142866,25.38541455,28.9612549,32.40098458,30.84565692,31.84241473,32.83627249,30.20087953,12.07343751,12.16142872,12.7110645,18.0477898,21.78734854,20.24410098,21.87781566,22.25639174,20.26112908,10.83878158,11.22094165,11.88579938,15.62584547,19.09416656,17.54487895,18.8103181,19.27693671,17.25265116,0.991674107,1,0.97315368,1,1,1,1,1,35.67418125,-90.0752695,2017,ARH2
LH212HT/LH195,MIH1_2017,Y,27.2,662.2568029,0,2.5,106,56.5,68.5,70,2.651290334,1.642500043,0.365195355,3.685889798,0.022982455,0.462972321,1.745768067,1.924198947,6.215848807,82.19000036,13.14000034,4.417894763,131.6678931,0.068947365,5.871578781,77.40789432,25.15789459,187.919471,20.75480046,19.52619267,24.47429891,19.89055103,21.94334328,22.12060477,17.47908742,14.76431364,9.641321864,18.99677434,22.1187501,26.44652255,27.49693157,27.7329823,27.82492569,25.37386911,24.10071042,20.63989867,5.961290348,11.91874993,11.36318641,16.0503933,16.08877179,14.96255052,12.27657104,9.93890341,8.936309075,7.303217139,10.01258026,11.86785018,14.06113521,14.11607898,13.75096176,11.67659513,10.59348898,9.148775778,0.770126733,1,1,1,1,0.999072621,0.949278334,0.816440377,42.68116575,-84.49434125,2017,MIH1
F42/OH43,NYH1_2019,N,21.45,751.7161766,5.5,2,264.5,148,68,67,3.742499989,3.13750004,5.753824184,3.193184694,5.054999975,4.679644987,3.141734315,2.115619262,4.095645999,119.7599996,25.10000032,83.05615347,110.7876916,10.59692295,60.83538484,169.67846,49.66846142,126.1984601,19.31204623,22.90652502,19.40556432,20.09548462,19.54416251,18.43271946,14.78687504,11.82668111,8.218362691,18.69937494,22.85875034,22.9010546,27.51683221,28.25012823,26.24284011,22.02988517,19.80082275,11.00573521,7.845625035,10.06374997,12.28813039,16.10263177,16.07333343,14.39934908,10.67406786,8.357505336,1.635690852,7.6395284,9.775213808,10.49055945,14.05854059,14.39300596,12.73828549,9.762895495,8.676471021,3.980466677,0.838560269,0.991875008,1,1,1,0.934962266,0.800347462,0.399612352,42.7288875,-76.65152084,2019,NYH1
CG119/CG108,IAH1_2015,N,14.65,680.9209887,0,8.5,201,97,65,64,1.566451638,2.213076954,8.402418557,1.323463692,0.084411761,2.297359398,2.93999255,2.37101191,2.732793763,48.56000078,28.7700004,122.1399999,43.52999979,0.168823523,22.82352863,100.1182349,16.67000003,83.81294001,20.43214903,18.85811498,14.63317728,22.31276759,19.14227258,22.20806523,19.83862588,18.33763158,15.0581957,16.08774191,16.64538457,21.84697853,28.7334183,30.26852911,31.30747052,29.05105531,29.39636272,24.66946357,1.839032284,4.865384661,13.12892854,16.86768962,20.05941139,18.05705196,16.3929614,15.43749916,11.17229855,5.447129731,6.098188577,10.48240964,14.99632473,17.16639266,16.72884186,14.96924927,14.77137221,11.30644361,0.593087559,0.682994502,0.988452545,1,1,0.997626801,1,0.896934674,41.9980952,-93.69336973,2015,IAH1
PHG29/PHG47,ONH1_2016,Y,23.4,695.7236189,0,2,178.5,99,79,77.5,1.979032247,2.105714291,0.92181366,1.439738287,4.720833318,2.435439396,4.62931563,1.31185227,2.043303741,61.34999967,29.48000008,13.31600007,60.28400005,10.99249999,28.54150001,172.0475013,11.37649985,61.38049932,20.24883872,21.56727634,23.77365349,22.41142308,19.3081847,20.61473607,17.12813691,15.31534219,11.6349499,10.49290321,16.47999988,25.01561457,25.51466922,28.22516696,27.99415914,27.31356147,24.49017951,20.3886015,-0.735806467,3.753571405,10.93050922,11.61184699,15.55325019,14.71775745,15.07244109,12.71620509,9.185787659,3.269306411,5.688768484,11.09209761,11.56175859,14.2216101,13.76399544,13.57642435,11.5133866,8.776899495,0.291105988,0.684668367,0.99891379,0.988093962,1,0.998165816,0.971212584,0.877977401,43.4997965,-80.451125,2016,ONH1
B14A/H95,WIH2_2017,N,22.4,743.9930652,0,2,270,147.5,78.5,79.5,5.048709616,4.636666616,1.142383575,5.763857885,8.001590729,6.160048604,1.607776433,1.167726513,2.257555268,156.5099981,41.72999954,17.5799998,219.3963643,12.14409065,74.04090792,72.28863683,15.04409093,68.0204557,18.1690344,19.72049554,20.64727683,20.23287988,19.13163679,19.37493243,18.51401576,14.93340477,10.89478233,16.03129027,21.86555545,22.15746071,26.59689143,27.90045501,26.76799254,24.73062069,22.38533393,20.51274781,3.24419354,8.791111098,9.553497601,14.54337319,16.81037892,15.37831158,12.19271258,9.193202486,7.868866577,5.438218202,9.209131236,9.451203107,13.05708411,14.51682301,13.37610723,11.31306373,9.686333754,8.853113959,0.624158991,0.847976183,0.950288768,1,1,0.998699911,0.954544862,0.834596302,43.3246415,-89.33688775,2017,WIH2
PHW52/PHM49,NYH2_2018,Y,21.8375,705.5384063,0.25,1.75,190.75,84,73,72.25,4.152903213,0.855714253,1.31693108,2.056877316,18.60714291,4.17142208,1.796460541,3.71345921,2.001911684,128.7399996,5.989999771,17.50499944,73.5107149,37.6500001,45.13714288,70.0178584,34.82000022,60.53000028,20.64383799,23.73438372,20.97980276,21.28373647,15.72294375,18.26843876,18.50915054,13.77481919,12.83457813,12.82806446,24.72714315,24.76775456,27.60101009,28.96428537,28.5122727,26.91050025,24.01606741,19.66558606,1.452258048,10.48999977,13.07559666,14.8719081,19.08642861,17.4819286,14.95013511,12.80738491,7.865124395,4.113027627,10.74522894,11.82847182,13.74928068,16.05096628,15.06575239,13.37181447,11.42873851,8.144119245,0.351670502,1,0.973410204,0.99504728,1,0.991140913,0.940533101,0.821942422,42.72611075,-76.65530175,2018,NYH2
B97/PHB47,GAH1_2015,N,13.35,730.4776202,0,5,165,75,55,54,4.231249915,0,5.95843649,3.852603143,2.594000032,2.429925956,4.217759372,2.225466652,2.667397826,135.3999973,0,82.56599903,137.5619979,4.851333332,21.8693336,117.5779999,11.12733326,82.68933261,16.59936112,21.58269278,19.11661296,20.61616366,14.5260024,17.86473659,19.792993,19.1551459,18.46432438,25.43281227,26.81500022,26.00854227,27.82657943,29.9603331,30.57562955,31.8228303,33.58693334,33.75221527,12.50374998,10.5999999,12.24448314,13.90452364,20.76811106,20.25348139,20.64254904,22.17719986,22.29090342,11.85447967,11.72664631,11.94062668,13.41492991,17.36422208,17.41455547,18.23714923,19.83066815,19.89653894,0.988973219,1,1,1,1,1,1,1,31.505771,-83.555095,2015,GAH1
B73/MO17,NCH1_2019,N,17.7,731.1212129,0,2,229,110,65,64,2.191129027,0,0.107342031,4.775073233,0.466011907,4.533660718,6.24100048,2.370892844,2.941295675,67.92499983,0,1.347142833,143.4146411,0.94178571,36.26928575,165.0100003,13.54249993,91.02821354,18.69452832,25.30126673,21.77382428,19.07893176,22.56876209,20.7892765,19.22903807,18.96679552,16.71087377,25.69580629,28.76666609,32.29891346,30.08294473,33.3002377,33.83080339,32.75741781,32.04927549,30.79691829,13.34274195,12.19133326,19.06280588,18.61089734,20.56851188,21.23558053,21.08131414,19.9046464,19.77832645,12.18436683,13.33597385,17.64216348,16.39126772,18.88342746,19.44075481,18.8247811,17.98080212,17.31161093,1,1,1,1,1,1,1,1,35.67010175,-78.510504,2019,NCH1
B14A/H95,WIH1_2019,Y,25.1,691.2184706,0,0,250,139.165,80,80,3.104193578,4.990909143,3.989206625,5.063632664,7.174102343,5.657788874,3.979490855,4.117971668,7.043559998,96.23000091,54.90000057,56.46538491,184.9676922,7.656153606,56.9199983,170.6046141,43.34153838,211.8461548,19.32800511,20.47989629,21.14585761,19.94081469,20.4834897,19.00171798,17.70480678,14.70759561,11.13260624,14.4303226,19.6027272,23.71186264,26.54399323,29.1737175,29.51828996,25.99775321,22.10125555,19.22207941,3.044193574,6.375454621,11.90649765,15.02653282,17.46782019,18.4264638,14.78313726,11.24849031,9.42963116,4.974875238,7.497369644,10.75801096,13.26663909,15.42227287,16.03343447,12.80151602,10.12875121,8.730340077,0.520449311,0.882272729,0.994529143,0.999440504,1,0.998245342,0.92932789,0.792629622,43.060857,-89.494068,2019,WIH1
B73/PHN82,ONH2_2016,N,20.1,727.9032498,0,8.5,240.5,128,75,71,1.435483875,1.740833327,1.463802716,3.022687524,0.150999999,1.134659085,3.046446673,1.693503778,2.765116665,44.50000012,20.88999993,18.84600039,117.1590009,0.150999999,12.25349994,101.0444998,13.16149993,84.26899996,19.72563927,22.19747464,21.68954048,21.77365896,18.98664827,19.92678304,16.69906166,15.68152671,12.9072029,14.10741935,17.58083336,26.00758685,26.04894451,27.78099985,28.79287246,28.2480382,25.9224786,23.75348014,4.257419363,7.13166666,15.03828811,14.1477789,17.72699971,17.33924119,18.24672102,15.95494667,14.17526013,5.131346137,6.986841243,12.85116395,12.65171997,14.84296497,15.26027205,15.31782021,13.26534606,11.67621189,0.511244241,0.799851209,1,1,1,1,1,0.975829282,42.4530035,-81.88279875,2016,ONH2
F42/MO17,WIH1_2017,Y,21.2,713.7442122,0,2,263,123,78.5,78.5,3.894838602,1.694000003,3.49156578,6.251914317,26.29780264,12.3515148,1.782621048,1.031219451,2.019413967,120.7399967,16.94000003,60.77000046,238.2086357,55.48409002,148.2181776,77.27181808,11.13545426,60.74545419,17.96009764,21.56986256,18.71582301,20.73316127,19.69440102,19.58726141,19.1692292,15.69151392,12.21998586,16.03451621,20.2119998,20.22998088,26.71060266,27.00553033,27.16428033,24.80808837,24.03641879,21.845045,3.37838715,6.260000002,9.268565708,14.6662765,15.35575767,16.21109857,13.17589581,11.52521119,9.509429623,5.507434962,7.720411242,8.664602637,13.14891279,13.46068042,13.9043846,11.67856357,10.90146065,9.608265423,0.606900932,0.8735357,0.867893568,1,1,0.998220242,0.971647403,0.89569217,43.05668125,-89.5308135,2017,WIH1
LH74/PHN82,IAH4_2015,Y,17.3,731.7648055,0,9,235.5,112,65,64,1.42451612,4.854615514,2.513668144,6.351127419,5.46999979,2.154687441,1.85099418,0.335758934,4.064770202,44.15999973,63.11000168,35.58999979,218.2399999,10.93999958,20.30812445,58.48687407,2.377500039,125.1143763,19.83997888,19.28772805,16.02270398,20.69822917,17.27718186,21.35831173,20.17303565,19.59360772,15.6142427,15.83032262,16.78769229,22.26164163,27.88725423,29.37999988,31.52784708,28.69895342,30.18404469,25.46833276,2.473548389,5.024615425,13.48280789,16.59868734,20.37374985,19.78628468,17.37298211,16.89515858,12.68514048,5.318693913,6.228847238,10.78291245,14.47529064,16.87687486,17.66054739,15.18141656,15.71210426,12.05907357,0.585391697,0.659230777,0.98994413,1,1,1,1,0.952600636,41.19970961,-91.49362406,2015,IAH4
B73/PHM49,NYH2_2018,Y,19.6775,733.1807092,0.75,1.5,214.75,115.75,72.5,72,4.152903213,0.855714253,1.31693108,2.056877316,18.60714291,4.17142208,1.796460541,3.71345921,2.001911684,128.7399996,5.989999771,17.50499944,73.5107149,37.6500001,45.13714288,70.0178584,34.82000022,60.53000028,20.64383799,23.73438372,20.97980276,21.28373647,15.72294375,18.26843876,18.50915054,13.77481919,12.83457813,12.82806446,24.72714315,24.76775456,27.60101009,28.96428537,28.5122727,26.91050025,24.01606741,19.66558606,1.452258048,10.48999977,13.07559666,14.8719081,19.08642861,17.4819286,14.95013511,12.80738491,7.865124395,4.113027627,10.74522894,11.82847182,13.74928068,16.05096628,15.06575239,13.37181447,11.42873851,8.144119245,0.351670502,1,0.973410204,0.99504728,1,0.991140913,0.940533101,0.821942422,42.72611075,-76.65530175,2018,NYH2
LH82/PHB47,MOH1_2016,N,16.55,731.1212129,2.5,1.5,225,122.5,53,52,2.465483877,8.058000231,0.264259377,6.282521268,1.94553035,9.25680559,4.358907121,3.354664451,5.453130527,76.43000019,40.29000115,2.879999995,172.8372758,4.262727369,83.20363667,125.2090916,21.13363606,168.2240918,20.2309363,16.93509369,22.49829557,20.20959989,18.68177986,19.21408964,18.0090922,17.17714413,15.87534947,21.83193548,27.56600037,27.88644765,31.21215235,30.25795442,31.2505745,30.57423065,29.80077912,28.25339236,10.073871,16.74400005,16.26474463,19.86215984,19.98371223,20.49117413,20.76153791,19.91431794,17.56318368,9.497798547,14.24343349,14.21296425,17.47336946,17.12232598,17.8699151,17.65104862,16.90998551,15.09561117,0.937315665,1,1,1,1,1,1,0.999442641,38.8955475,-92.2072025,2016,MOH1
TX714/PHZ51,MIH1_2020,Y,21.495,693.1492485,0,17,275,163,63.5,63,4.984838709,2.447142908,2.78018427,2.64718347,5.506875038,1.476884461,2.688717092,6.006552647,2.65185957,154.53,17.13000035,30.43499947,89.07562375,6.053750038,16.17374991,112.2143753,49.72375022,79.8756258,20.40588462,19.28742858,24.32683064,21.06964646,18.47526628,19.40802789,18.05267967,13.18055513,11.8632568,17.75483874,24.12857165,28.18736501,29.25734834,30.47187495,29.12451894,27.19720882,23.65947149,18.53645566,5.91032262,13.18571418,13.36449351,15.87753885,17.57625037,17.40439215,14.2199518,12.09430501,6.603961046,6.886871568,11.64218502,13.33305563,14.86544572,16.04104967,15.33737973,13.2580117,11.17810785,7.349100415,0.70564517,0.993469382,1,1,1,0.990981538,0.929873564,0.775463757,42.7085775,-84.4705825,2020,MIH1
LH195/PHN37,NYH3_2017,Y,16.85,730.4776202,1,4.5,264,131.5,75.5,75,4.985806354,2.593333337,3.440292244,5.924553407,1.051666657,3.381140065,2.23243854,2.798625029,4.018371008,154.559997,23.34000003,54.13749945,222.2425004,2.049999952,44.44499943,102.8575006,24.55750025,123.6625012,18.91896409,18.22902181,21.60070221,19.42377057,18.75741065,18.65984774,17.28846846,13.47436078,9.528870152,16.54903238,19.80111122,22.34799835,25.7161787,25.88750029,25.25326924,23.49877068,24.29574993,19.15391932,5.239677404,10.2422222,10.56618324,15.20414844,15.99166679,14.88818678,11.70967484,11.14050002,8.077069991,6.267898103,8.570747831,9.800943694,12.82521906,13.14722321,12.44715548,10.67530521,10.86002668,8.093424028,0.638917053,1,1,1,1,0.987943118,0.977741071,0.791930495,42.73339625,-76.652747,2017,NYH3
CG108/CGR03,INH1_2016,N,15.65,713.7442122,1,11,235,128.5,55.5,55,3.034516148,1.382857186,3.106568823,3.966270256,3.500454469,6.752636371,3.451172643,3.198528118,3.024422797,94.07000059,9.680000305,31.26000059,138.8759105,3.500454469,67.52636371,113.8927274,21.6654544,92.62590972,17.63328649,23.97511796,20.66441577,20.1236558,19.9706746,19.39149484,18.14527656,15.98533716,14.62820237,18.74516109,26.31142807,27.84898846,28.12893417,28.20272714,29.14504538,29.16779001,27.95564941,27.07739093,7.950322636,11.69428553,16.31817922,16.10606538,16.8522731,18.34872752,18.58889605,17.50284626,15.03841012,7.677100472,11.91689015,14.24288378,14.4184555,14.68521604,15.7994256,15.9329094,14.92238151,13.51734692,0.852649763,1,1,1,1,1,1,0.996102814,40.4787595,-86.98982,2016,INH1
B14A/MO17,NYH2_2016,N,21.05,731.1212129,1.5,1.5,175.5,83,81.5,76,2.034516133,1.030000001,1.88805842,0.867300396,1.140952366,2.326450204,3.376451109,4.287746575,3.208572451,63.07000011,12.36000001,22.4085716,34.4438095,2.622857094,25.59095225,116.65619,31.75809508,97.82571426,19.21240982,23.35584625,23.40556822,22.17883586,23.94456446,21.25361649,17.18897092,16.17245816,13.35906413,14.04935483,18.68749992,27.50851283,26.23633728,28.78071431,29.31692664,28.41638555,26.44500865,23.15297547,1.686774175,4.439999988,12.92699036,12.85534504,13.89476193,15.65588736,16.863818,13.58818034,10.55762265,4.511298309,6.607155497,12.88765676,12.33330427,13.7996272,14.74166699,14.82295673,12.66050813,10.26842414,0.447315667,0.804761906,0.999400038,0.994542932,1,0.999880088,0.994843294,0.949842165,42.726117,-76.655339,2016,NYH2
PHG39/PHN82,INH1_2018,Y,20.805,901.6732564,0,2,229.5,100.5,63.5,61,2.767096756,4.68454543,2.7337539,2.608245307,0.180000007,3.094468228,3.412660528,0.546071422,1.653962344,85.77999943,51.52999973,31.28214284,86.61642764,0.256428582,29.52071404,116.6621433,3.926428522,50.80214219,18.97651723,17.84080185,18.4751702,21.91502565,21.1577316,19.53552192,18.82147066,19.16946561,15.73843824,16.02451609,18.1199998,25.33039297,28.95851984,31.36964308,31.15694425,28.16765345,28.4284546,26.00206774,3.260645186,6.861818249,15.08608447,16.0398559,19.18499974,18.88806934,16.73005964,15.8360335,13.18834038,5.572938243,7.259226835,12.75390782,14.76719288,17.27732141,17.05840253,14.63863294,14.40004061,12.39915253,0.613732714,0.707012975,1,1,1,1,1,0.979968538,40.4787825,-86.9898145,2018,INH1
TX777/LH195,WIH2_2020,N,17.7,731.1212129,0.875,0.25,301,176.125,88.875,86.125,1.142258063,7.375000167,3.772605813,4.528143625,15.91411821,3.015240613,2.848395651,6.559665308,3.073983535,35.40999997,73.75000167,42.96999988,163.850588,31.01764819,33.16764674,117.7699986,59.84176376,94.45823468,20.73953056,16.04352899,21.23354675,21.58093245,19.01370295,17.88573252,19.32013515,13.57540027,12.27254504,13.56999995,18.91099977,26.0938683,28.2322475,29.46647072,27.75422455,27.09322103,24.80509675,19.00189054,0.762580661,9.396999884,13.99892158,14.99589118,17.7452939,17.49807463,14.22893102,13.29211059,7.459399134,4.176897214,8.107987139,12.68677404,14.02444379,15.66411489,14.70790633,13.20588953,12.26960615,7.833960257,0.443168195,0.881928567,1,1,1,0.990384734,0.880973437,0.780679991,43.294786,-89.383968,2020,WIH2
B73/MO17,WIH1_2020,Y,23.15,668.0491364,1,0,304.5,177.5,80.5,79,1.598387111,6.507143004,4.413520471,5.455426438,9.576153682,6.848251811,1.847198819,1.302442385,3.233674973,49.55000043,91.10000205,54.05307698,191.9769218,14.76999958,75.33076992,75.52923148,17.19923096,99.29769339,20.3303612,17.70938441,19.63774696,21.71928057,19.47191414,18.08778093,19.52506722,17.02277317,12.74244368,13.80935484,15.78214281,24.71870171,28.0331271,31.3961547,28.17125902,26.95535567,26.2427393,20.06715065,1.332903252,5.150000061,13.25869882,14.90724568,18.80923077,17.63741262,14.66820073,13.00544381,8.429758508,4.404075426,5.920121855,11.73838603,13.88054584,17.12955683,14.95247276,13.30208011,12.63591888,8.588509069,0.46481566,0.623010193,1,1,1,0.987099279,0.934776512,0.808464704,43.05505505,-89.52853825,2020,WIH1
B14A/MO17,ARH1_2017,N,8.95,447.9404614,0,2,198.75,118.1,65,62.5,3.058125025,3.532857077,9.871688678,6.405160528,0.516363615,5.988171668,5.119232493,3.102318153,5.34158356,97.86000079,24.72999954,132.0327285,211.6218184,0.569545432,54.36818138,136.8913653,16.08272713,165.5890903,17.13974981,16.55343887,20.38424011,18.76225527,22.81364793,19.06964508,19.53553475,19.77193111,17.12972935,24.60906261,23.96000045,24.77057006,28.06605652,30.35469691,31.5146664,31.30577636,32.78459133,30.91587993,11.9175,14.17857156,11.8445801,17.60850246,18.97249995,21.30615642,21.39979275,22.50533316,21.62237538,11.1639709,11.77578055,11.22655186,14.97537354,16.74359516,18.41041141,18.33049426,19.54768126,18.22457608,1,1,1,1,1,1,1,1,34.7272515,-90.76032575,2017,ARH1
LH195/LH82,ARH1_2017,N,13.5,746.5674357,0,2,195.6,80,65,61.5,3.058125025,3.532857077,9.871688678,6.405160528,0.516363615,5.988171668,5.119232493,3.102318153,5.34158356,97.86000079,24.72999954,132.0327285,211.6218184,0.569545432,54.36818138,136.8913653,16.08272713,165.5890903,17.13974981,16.55343887,20.38424011,18.76225527,22.81364793,19.06964508,19.53553475,19.77193111,17.12972935,24.60906261,23.96000045,24.77057006,28.06605652,30.35469691,31.5146664,31.30577636,32.78459133,30.91587993,11.9175,14.17857156,11.8445801,17.60850246,18.97249995,21.30615642,21.39979275,22.50533316,21.62237538,11.1639709,11.77578055,11.22655186,14.97537354,16.74359516,18.41041141,18.33049426,19.54768126,18.22457608,1,1,1,1,1,1,1,1,34.7272515,-90.76032575,2017,ARH1
B73/PHM49,GAH1_2015,N,13.6,808.3523269,0,2.5,190,100,62,60.5,4.231249915,0,5.95843649,3.852603143,2.594000032,2.429925956,4.217759372,2.225466652,2.667397826,135.3999973,0,82.56599903,137.5619979,4.851333332,21.8693336,117.5779999,11.12733326,82.68933261,16.59936112,21.58269278,19.11661296,20.61616366,14.5260024,17.86473659,19.792993,19.1551459,18.46432438,25.43281227,26.81500022,26.00854227,27.82657943,29.9603331,30.57562955,31.8228303,33.58693334,33.75221527,12.50374998,10.5999999,12.24448314,13.90452364,20.76811106,20.25348139,20.64254904,22.17719986,22.29090342,11.85447967,11.72664631,11.94062668,13.41492991,17.36422208,17.41455547,18.23714923,19.83066815,19.89653894,0.988973219,1,1,1,1,1,1,1,31.505771,-83.555095,2015,GAH1
B37/H95,WIH2_2017,N,22.95,765.8752142,0,2,273.5,137.5,78,79,5.048709616,4.636666616,1.142383575,5.763857885,8.001590729,6.160048604,1.607776433,1.167726513,2.257555268,156.5099981,41.72999954,17.5799998,219.3963643,12.14409065,74.04090792,72.28863683,15.04409093,68.0204557,18.1690344,19.72049554,20.64727683,20.23287988,19.13163679,19.37493243,18.51401576,14.93340477,10.89478233,16.03129027,21.86555545,22.15746071,26.59689143,27.90045501,26.76799254,24.73062069,22.38533393,20.51274781,3.24419354,8.791111098,9.553497601,14.54337319,16.81037892,15.37831158,12.19271258,9.193202486,7.868866577,5.438218202,9.209131236,9.451203107,13.05708411,14.51682301,13.37610723,11.31306373,9.686333754,8.853113959,0.624158991,0.847976183,0.950288768,1,1,0.998699911,0.954544862,0.834596302,43.3246415,-89.33688775,2017,WIH2
B14A/H95,DEH1_2020,N,21.6875,682.0472758,0,20.5,235.5,120.125,63.625,63.25,3.884838689,2.918749928,0.484801506,3.712682555,3.963928495,10.54878945,3.680508849,4.08975176,5.319973187,120.4299994,23.34999943,5.74999997,113.1935704,6.565714155,94.92928366,102.5935729,23.16642891,164.6128593,19.34389959,17.33862388,21.23126246,20.37262205,20.84469896,18.13380163,16.82964191,15.50064315,15.14081803,17.43483888,21.1624999,25.02143811,29.01024665,32.25440507,31.30417669,31.95048154,29.3682824,28.21514964,6.792903194,12.85250008,15.40184434,18.86790491,21.28607132,21.93053571,22.84339264,21.06525136,19.30786859,6.86665098,10.04482466,12.64072343,16.02028347,18.72161765,18.60397455,19.32804006,17.22313801,15.91003144,0.79362904,0.982098209,1,1,1,1,1,1,38.628981,-75.46566025,2020,DEH1
B37/H95,INH1_2018,Y,20.995,877.2167369,0,2,231,108.5,65.5,63.5,2.767096756,4.68454543,2.7337539,2.608245307,0.180000007,3.094468228,3.412660528,0.546071422,1.653962344,85.77999943,51.52999973,31.28214284,86.61642764,0.256428582,29.52071404,116.6621433,3.926428522,50.80214219,18.97651723,17.84080185,18.4751702,21.91502565,21.1577316,19.53552192,18.82147066,19.16946561,15.73843824,16.02451609,18.1199998,25.33039297,28.95851984,31.36964308,31.15694425,28.16765345,28.4284546,26.00206774,3.260645186,6.861818249,15.08608447,16.0398559,19.18499974,18.88806934,16.73005964,15.8360335,13.18834038,5.572938243,7.259226835,12.75390782,14.76719288,17.27732141,17.05840253,14.63863294,14.40004061,12.39915253,0.613732714,0.707012975,1,1,1,1,1,0.979968538,40.4787825,-86.9898145,2018,INH1
PHG29/PHG47,MIH1_2017,Y,16.7,698.2979894,0,5.5,94,44,62.5,63,2.651290334,1.642500043,0.365195355,3.685889798,0.022982455,0.462972321,1.745768067,1.924198947,6.215848807,82.19000036,13.14000034,4.417894763,131.6678931,0.068947365,5.871578781,77.40789432,25.15789459,187.919471,20.75480046,19.52619267,24.47429891,19.89055103,21.94334328,22.12060477,17.47908742,14.76431364,9.641321864,18.99677434,22.1187501,26.44652255,27.49693157,27.7329823,27.82492569,25.37386911,24.10071042,20.63989867,5.961290348,11.91874993,11.36318641,16.0503933,16.08877179,14.96255052,12.27657104,9.93890341,8.936309075,7.303217139,10.01258026,11.86785018,14.06113521,14.11607898,13.75096176,11.67659513,10.59348898,9.148775778,0.770126733,1,1,1,1,0.999072621,0.949278334,0.816440377,42.68116575,-84.49434125,2017,MIH1
